temperature,ph_level,turbidity,temp_delta,ph_delta,turb_delta,is_safe
29.84,7.27,57.82,-0.04,-0.01,-1.88,1
30.36,7.19,45.2,1.98,-0.66,33.57,0
28.77,6.7,65.56,-0.29,0.08,1.11,1
30.07,7.47,51.23,0.2,0.01,0.6,1
31.62,8.05,36.48,1.72,0.77,38.81,0
30.05,7.15,32.1,0.19,-0.07,-0.72,1
25.8,7.61,70.49,0.03,-0.04,-0.75,1
28.14,7.84,50.79,0.2,0.03,1.07,1
23.49,8.92,98.41,0.21,0.05,-1.79,0
27.48,6.99,66.81,-0.29,-0.01,-1.66,1
30.2,8.34,32.21,1.93,0.91,34.31,0
25.39,7.1,59.36,0.17,-0.02,-1.42,1
31.66,7.68,53.96,-0.3,-0.01,0.39,1
25.41,6.62,47.76,0.25,-0.0,-0.11,1
30.53,6.6,76.7,0.28,0.02,-0.15,1
21.33,8.82,89.14,0.18,0.0,-1.55,0
26.1,6.87,37.38,-1.78,0.59,15.98,0
36.03,6.19,97.24,-0.07,0.05,1.79,0
33.31,5.27,85.75,-0.3,-0.07,-0.93,0
26.75,7.89,44.26,-2.68,0.58,35.06,0
29.3,7.33,56.72,0.12,0.05,0.73,1
30.63,7.39,67.34,-0.22,-0.08,0.14,1
21.47,9.6,124.73,-0.09,0.05,-1.61,0
30.55,6.61,54.64,0.13,-0.03,-1.25,1
21.95,4.84,121.48,-0.08,0.06,-2.0,0
29.47,8.34,61.7,-0.1,-0.07,0.67,1
22.32,5.12,142.73,-0.22,0.01,1.84,0
25.83,8.13,51.76,0.03,-0.03,-0.78,1
25.05,8.32,67.18,0.26,-0.05,0.28,1
27.3,6.71,36.31,2.7,-0.65,29.93,0
29.51,7.55,65.81,0.01,0.05,1.28,1
25.99,7.83,60.78,-2.32,0.56,25.96,0
25.75,7.76,62.52,-1.8,0.68,29.52,0
27.29,7.32,53.64,1.96,-0.69,25.39,0
26.99,7.53,69.9,0.25,-0.01,-0.75,1
28.83,7.95,67.65,0.21,0.02,-1.43,1
27.05,7.84,60.01,-0.11,0.07,-1.42,1
28.3,8.47,64.09,1.56,0.84,31.41,0
32.62,4.75,92.96,-0.03,0.07,0.66,0
28.96,6.95,35.1,2.06,-0.85,18.57,0
31.59,8.47,43.15,-0.19,-0.1,1.36,1
27.29,8.19,66.1,0.04,-0.04,-1.86,1
34.56,5.07,137.48,0.24,-0.03,1.21,0
25.45,7.84,71.17,-0.06,-0.01,-1.64,1
27.8,8.44,30.85,-0.15,0.07,1.28,1
27.07,8.15,33.18,-0.29,-0.09,0.9,1
28.82,6.52,70.85,-2.89,-0.59,36.71,0
34.41,9.31,135.19,-0.0,-0.05,-0.49,0
29.57,8.19,39.58,-0.21,-0.0,-0.38,1
31.88,7.16,74.7,-0.29,-0.07,-1.41,1
27.71,7.65,63.07,0.28,-0.04,-0.36,1
31.8,7.52,31.39,-2.57,0.98,29.97,0
23.77,6.1,133.79,-0.19,-0.05,0.9,0
25.73,6.84,30.62,0.27,-0.08,0.16,1
30.5,8.32,34.41,0.01,-0.06,0.88,1
22.69,4.65,144.89,-0.06,-0.08,-1.87,0
31.74,7.98,62.84,-0.18,0.0,-1.93,1
29.39,7.74,72.3,-0.19,0.05,0.85,1
26.42,8.25,68.02,2.46,-0.72,20.24,0
22.39,8.91,124.81,0.15,0.06,0.62,0
25.03,6.77,53.25,-0.16,0.06,0.14,1
34.58,5.25,126.42,0.11,-0.05,-1.42,0
36.21,10.02,111.79,-0.22,-0.04,-1.41,0
29.9,8.42,45.88,2.58,0.87,20.1,0
27.77,7.47,36.58,-0.13,-0.09,0.52,1
30.45,7.34,54.37,-0.23,0.04,1.16,1
33.43,4.64,149.58,-0.22,0.03,-1.65,0
30.1,7.48,49.83,0.26,0.07,-1.04,1
26.2,7.4,64.0,-0.02,-0.06,1.0,1
21.22,5.6,105.43,0.06,-0.06,1.75,0
21.26,9.57,139.25,0.01,-0.1,-1.99,0
30.08,7.53,33.58,-0.28,-0.01,1.43,1
26.76,7.55,35.3,-0.06,0.09,-0.24,1
24.16,4.82,147.24,-0.1,0.01,1.39,0
28.61,6.89,67.89,-1.67,0.59,30.96,0
28.24,6.62,48.95,-0.05,-0.09,1.43,1
26.5,7.4,67.02,0.21,-0.09,0.94,1
31.92,8.43,48.57,2.34,-0.86,33.36,0
31.04,7.46,71.85,0.1,0.08,1.66,1
26.07,7.6,54.16,-0.28,-0.03,-0.48,1
26.82,7.09,37.19,2.17,0.73,24.83,0
28.66,7.33,67.94,2.38,-0.63,37.76,0
28.12,7.01,63.95,-0.29,0.05,-0.23,1
20.8,4.65,130.14,-0.03,-0.09,1.32,0
28.58,8.02,52.1,1.8,0.88,36.18,0
30.67,7.79,66.26,0.12,-0.06,1.27,1
31.1,7.27,72.3,2.14,0.52,19.76,0
27.39,8.17,51.72,0.16,0.09,-1.58,1
27.95,7.63,54.64,-2.68,0.59,35.46,0
27.94,8.14,57.49,1.87,-0.95,17.54,0
26.47,6.65,34.41,-2.51,0.81,18.69,0
31.02,7.27,32.38,-0.17,0.06,-0.03,1
30.51,6.79,67.05,-0.18,-0.05,-1.74,1
30.31,8.49,51.19,-0.27,0.03,-1.46,1
28.74,8.39,35.58,0.06,0.03,0.46,1
27.77,8.28,78.97,-0.03,0.04,1.24,1
25.92,8.08,41.44,-0.13,-0.1,0.51,1
20.39,9.91,146.58,-0.02,0.06,-0.21,0
29.75,7.27,58.39,2.85,-0.85,37.42,0
31.88,7.31,49.78,-0.08,-0.0,-1.59,1
26.26,7.63,79.56,0.01,0.01,0.75,1
31.39,7.21,76.6,0.12,-0.05,-1.35,1
25.39,8.09,74.53,-0.14,-0.02,0.22,1
33.75,5.63,128.67,0.24,0.0,0.69,0
29.84,6.73,52.06,0.12,-0.05,1.73,1
26.47,7.36,74.53,-0.19,0.08,-1.28,1
25.82,7.38,61.19,-0.01,-0.07,1.96,1
29.38,7.39,45.84,0.1,0.07,-1.41,1
31.49,7.71,67.09,0.1,-0.03,1.84,1
23.27,6.13,148.2,-0.14,0.05,-0.26,0
25.86,7.89,44.65,-0.06,-0.06,-1.42,1
29.84,7.82,43.84,0.19,0.05,1.89,1
21.6,9.27,143.04,0.09,0.02,-0.21,0
25.97,6.51,62.92,-0.06,0.06,0.54,1
29.97,8.46,55.81,0.25,0.09,-1.49,1
28.51,6.83,64.17,0.27,0.09,-0.59,1
26.11,6.84,71.42,-1.92,-0.87,30.0,0
29.65,6.6,77.38,0.18,0.07,-1.55,1
31.44,6.77,38.6,-2.07,0.8,18.94,0
28.29,7.15,50.43,-0.29,-0.04,-1.52,1
27.34,7.06,70.28,-0.07,-0.09,0.44,1
29.0,8.21,65.93,-0.23,-0.05,1.42,1
35.5,10.26,107.52,0.11,0.05,0.16,0
31.16,7.59,55.69,-0.11,0.01,-1.69,1
36.52,10.36,113.41,-0.02,0.05,1.93,0
34.14,9.36,109.12,0.27,-0.09,-1.14,0
28.8,6.67,46.39,0.1,0.01,-0.3,1
29.43,8.43,47.95,0.16,-0.04,1.02,1
31.86,8.24,51.36,-2.34,0.55,26.6,0
25.29,6.84,64.54,-0.21,0.03,0.8,1
31.06,6.89,65.35,0.21,-0.0,-0.11,1
29.56,7.86,68.93,-0.26,0.0,-1.87,1
30.65,7.33,73.88,0.11,0.05,-1.15,1
25.04,7.66,43.98,0.18,0.07,1.69,1
24.41,5.97,126.62,0.11,-0.05,-0.67,0
29.62,6.59,53.53,-0.26,-0.03,-1.97,1
22.49,4.38,97.38,0.28,0.06,-0.09,0
25.17,7.0,51.25,1.97,0.5,20.5,0
26.9,7.66,30.5,0.07,0.02,1.24,1
22.44,4.47,90.59,0.15,-0.02,0.86,0
28.73,8.44,64.41,-0.24,-0.09,-1.63,1
25.34,6.95,49.89,0.02,0.08,1.36,1
31.27,8.37,47.14,-0.1,-0.03,-0.59,1
25.17,7.04,38.95,-0.08,-0.01,0.83,1
29.7,8.41,74.41,0.18,-0.07,-0.11,1
22.42,5.0,91.47,-0.03,-0.08,-1.53,0
30.36,7.11,61.7,-0.27,0.06,0.98,1
31.79,8.31,40.94,2.85,-0.6,31.31,0
25.48,6.58,54.88,0.12,0.03,0.26,1
25.67,8.34,77.17,-0.07,-0.02,-0.51,1
26.06,7.46,63.45,-0.3,0.02,-0.84,1
25.87,8.13,62.71,0.29,0.06,1.9,1
29.79,7.64,69.15,-2.78,-0.69,23.17,0
28.31,6.97,44.43,-0.06,0.08,-2.0,1
30.41,8.29,38.69,-0.04,-0.06,1.92,1
25.86,6.74,67.59,-2.13,0.91,24.0,0
28.21,8.21,48.66,-0.05,0.0,0.69,1
25.76,6.93,71.35,1.78,0.65,21.4,0
21.71,9.03,109.24,-0.11,-0.06,1.35,0
30.58,8.19,38.49,-2.36,-0.54,30.48,0
37.58,4.67,89.81,0.13,0.09,0.28,0
27.92,6.95,66.72,-1.72,0.95,27.17,0
27.5,6.99,70.86,-0.22,-0.08,-1.37,1
31.95,7.4,61.96,-0.15,0.07,-1.54,1
25.72,7.6,73.97,1.72,-0.89,38.92,0
28.79,7.21,72.87,0.01,0.02,0.38,1
29.97,8.03,72.49,-0.27,0.04,0.34,1
29.47,7.44,45.51,-2.45,-0.6,15.3,0
26.17,6.74,51.78,-0.1,-0.01,-1.16,1
31.38,8.15,59.78,-0.14,-0.01,0.26,1
25.2,8.11,75.81,0.02,0.06,-1.7,1
28.75,6.59,35.88,0.27,0.07,-0.9,1
27.97,8.34,50.63,2.31,-0.98,27.18,0
25.82,7.97,32.51,-0.27,-0.09,1.53,1
28.96,7.39,62.99,-2.98,-0.96,32.61,0
26.97,7.85,34.42,2.66,0.94,38.05,0
29.75,7.62,62.52,-0.08,0.06,-1.88,1
34.86,9.57,95.68,0.18,-0.03,1.35,0
28.13,8.34,50.85,0.05,0.09,1.8,1
28.76,7.17,48.49,0.13,0.01,1.79,1
27.61,7.77,40.14,0.04,-0.01,-1.02,1
34.55,9.36,114.97,0.26,-0.08,-1.42,0
25.67,6.89,46.19,0.19,-0.01,-1.79,1
36.3,4.74,116.82,0.13,-0.03,-1.24,0
28.12,7.11,74.27,-2.57,-0.55,32.92,0
27.57,6.67,74.76,0.09,0.06,1.77,1
30.23,7.94,61.71,-0.0,0.02,1.05,1
27.89,7.06,69.0,0.08,0.06,0.19,1
25.78,8.47,61.19,-0.1,0.08,1.35,1
27.76,8.41,74.12,-0.13,-0.09,0.24,1
29.33,8.19,53.03,0.16,-0.07,-0.36,1
21.12,4.75,141.27,-0.19,-0.09,-1.9,0
26.7,6.56,47.64,0.08,-0.04,-1.13,1
28.86,8.28,77.88,0.05,-0.07,-0.61,1
28.4,6.88,39.19,-0.26,-0.05,-0.67,1
25.11,7.07,79.7,0.24,0.03,-0.65,1
31.74,8.11,59.56,0.08,-0.01,0.56,1
21.81,5.61,131.49,-0.01,-0.07,-1.4,0
25.14,7.57,59.39,0.29,-0.04,-1.39,1
34.81,4.61,118.83,0.01,0.02,-1.42,0
22.85,4.67,101.37,-0.02,-0.04,0.62,0
32.62,10.2,104.47,0.22,0.08,1.57,0
26.94,8.28,44.82,-0.25,0.03,-0.27,1
29.82,7.71,79.02,-0.16,-0.01,-1.65,1
29.97,8.22,58.93,-0.02,-0.05,-1.22,1
28.44,6.82,30.86,0.13,-0.02,-1.53,1
24.21,4.08,148.08,-0.22,0.08,-1.36,0
29.51,7.04,61.82,-2.06,0.63,16.48,0
26.8,6.77,70.86,-2.54,-0.81,22.12,0
27.01,8.3,77.77,-0.23,0.02,-1.85,1
30.2,7.75,64.78,-0.0,0.01,-0.95,1
28.85,6.74,43.71,-0.12,0.08,-0.53,1
27.88,6.77,60.12,-0.2,-0.09,1.86,1
25.93,7.66,72.92,0.21,-0.07,1.8,1
29.51,8.39,38.29,0.07,0.07,1.27,1
31.81,6.64,62.08,-2.6,-0.78,38.67,0
27.48,8.07,56.29,2.2,0.65,17.12,0
31.85,7.39,47.08,-0.22,-0.02,-1.46,1
26.58,8.39,44.92,0.19,-0.07,-0.65,1
27.54,7.33,45.23,0.05,0.01,-0.59,1
26.4,8.09,76.74,0.21,-0.05,-0.12,1
35.32,5.58,94.71,0.14,0.02,-0.94,0
22.04,5.65,145.79,0.11,-0.06,-1.07,0
25.7,7.71,73.19,0.27,-0.07,-0.17,1
31.22,6.71,48.57,-0.23,0.05,0.84,1
25.12,8.1,40.65,-0.01,0.02,-1.49,1
29.29,8.14,72.21,-2.71,-0.95,33.64,0
29.94,8.16,72.03,-0.14,0.06,-1.08,1
28.15,8.29,72.33,2.1,-0.53,15.88,0
22.21,5.29,103.0,-0.16,0.06,-1.2,0
30.83,7.77,73.79,-0.2,-0.07,-0.67,1
30.9,8.45,52.17,-0.08,0.1,-1.4,1
26.11,7.35,79.76,-0.28,-0.06,-0.8,1
30.49,6.64,77.44,-0.02,0.02,1.54,1
28.26,7.1,74.07,0.24,-0.06,1.48,1
27.39,6.5,56.74,-0.14,0.06,1.55,1
31.07,8.09,78.37,-0.14,0.07,-1.97,1
37.8,5.42,103.8,0.01,0.09,-0.13,0
27.04,6.86,65.98,-0.26,0.07,0.71,1
26.01,7.61,75.88,0.2,0.05,-1.3,1
25.48,7.39,44.55,0.12,0.05,1.2,1
25.54,7.24,62.2,0.23,0.09,-1.58,1
31.14,7.93,70.82,-0.26,-0.08,0.34,1
22.98,10.3,115.16,0.23,-0.09,0.92,0
27.12,7.29,45.65,-0.06,-0.05,-1.85,1
31.87,7.43,54.91,-2.21,0.99,34.58,0
20.56,5.85,124.02,0.28,0.02,-1.32,0
31.53,7.83,73.86,1.58,0.81,32.44,0
33.58,10.11,101.72,0.1,0.03,-1.7,0
27.83,7.01,50.63,0.3,0.09,-0.78,1
28.15,6.98,79.63,0.17,-0.05,0.34,1
28.38,8.37,62.56,0.25,0.05,-0.34,1
34.65,5.49,119.92,0.1,-0.06,1.2,0
28.46,6.72,69.68,-0.18,-0.06,-1.79,1
26.49,7.85,51.38,2.02,0.53,26.29,0
31.88,7.87,39.61,2.84,0.59,29.25,0
26.03,7.06,31.75,-0.12,-0.01,1.34,1
29.06,7.82,41.51,1.98,-0.88,30.58,0
28.38,7.33,78.32,-0.04,-0.02,-1.96,1
31.11,7.13,34.3,-0.02,0.08,0.51,1
27.91,6.8,73.61,-1.65,0.87,22.21,0
31.66,8.21,55.81,-0.15,-0.04,0.54,1
23.75,9.51,124.78,-0.2,-0.03,-0.25,0
31.31,7.16,55.25,-0.25,-0.09,-0.24,1
30.66,7.31,40.9,0.17,-0.1,0.89,1
30.04,7.11,56.8,-2.07,0.88,37.58,0
26.2,7.74,73.73,-2.44,0.78,27.82,0
26.87,7.02,66.98,-0.21,-0.07,-0.29,1
30.04,7.53,48.87,-0.02,0.03,0.02,1
30.65,7.67,75.6,2.16,-0.53,28.15,0
26.8,7.69,70.37,-0.05,-0.06,1.64,1
28.05,6.94,62.49,-0.17,-0.03,-1.97,1
29.58,6.82,54.74,-2.92,-0.59,31.99,0
29.19,7.4,49.79,-0.01,0.06,-1.51,1
27.65,7.53,76.17,0.06,-0.1,0.52,1
34.05,9.67,124.64,0.17,0.01,0.88,0
25.45,7.3,69.41,1.6,0.82,26.05,0
29.25,7.83,49.88,-2.64,-0.67,39.67,0
25.6,8.03,57.66,0.09,-0.04,-1.75,1
31.99,7.82,42.64,0.26,0.04,-0.33,1
30.03,7.05,53.57,2.37,-0.51,30.95,0
27.72,6.54,67.14,-0.25,-0.09,-1.23,1
31.19,8.46,60.23,0.18,-0.07,-0.95,1
22.49,9.8,88.71,-0.21,0.03,-1.5,0
30.98,8.41,53.08,2.49,0.78,38.56,0
31.19,8.49,65.85,-0.23,0.05,-0.58,1
30.59,7.35,45.63,0.04,0.07,-1.1,1
28.67,7.16,65.84,0.1,0.06,0.75,1
25.48,7.22,60.76,0.04,-0.03,-0.44,1
28.43,7.55,33.13,2.98,-0.61,27.91,0
36.31,4.1,117.86,-0.15,0.1,-0.08,0
37.43,9.73,140.77,0.09,-0.03,-1.5,0
28.68,7.58,49.12,0.16,0.06,-1.78,1
26.14,6.66,62.33,0.23,0.04,-1.03,1
29.18,8.45,61.0,-2.12,0.87,24.56,0
27.81,6.65,43.42,-2.6,-0.9,32.26,0
27.11,7.68,45.49,-0.03,0.07,0.22,1
37.78,8.82,144.19,0.26,-0.02,-1.87,0
27.0,8.46,57.36,0.19,0.04,0.8,1
28.96,7.88,68.96,0.05,0.04,-0.39,1
25.11,7.42,36.47,0.28,0.06,0.81,1
28.66,7.18,31.04,-2.01,0.75,36.65,0
27.01,7.27,50.92,0.24,-0.04,-0.98,1
28.14,8.35,67.11,0.07,-0.02,0.29,1
37.42,8.97,145.18,0.28,-0.03,1.33,0
28.88,6.69,63.87,-0.2,0.05,-0.35,1
27.98,6.77,77.43,0.22,0.05,-0.33,1
30.62,8.23,68.55,-0.16,0.1,-0.53,1
31.07,6.99,46.54,-0.25,-0.01,-0.61,1
31.31,7.52,73.91,0.11,-0.08,1.86,1
26.44,7.23,76.8,-2.93,0.85,32.23,0
33.74,10.46,118.03,0.06,-0.1,1.46,0
22.64,4.6,136.11,0.26,0.06,-0.16,0
25.62,7.2,64.42,0.23,-0.06,0.0,1
31.04,6.87,30.07,2.76,-0.95,30.07,0
27.54,8.37,66.94,-2.33,0.64,31.1,0
27.02,8.48,55.62,0.17,0.01,-2.0,1
28.82,7.52,30.67,-0.06,0.0,-0.78,1
31.78,7.44,53.28,2.49,0.97,22.18,0
31.01,8.16,32.06,0.21,0.07,-0.94,1
27.69,7.75,31.88,-1.5,-0.54,25.9,0
30.14,7.48,79.51,-0.26,0.03,-1.83,1
27.03,7.57,30.03,-0.06,-0.09,-0.01,1
24.18,10.41,93.61,0.1,-0.09,-1.58,0
31.01,8.48,74.04,-0.27,0.08,1.33,1
30.28,8.3,68.4,2.25,-0.76,33.03,0
28.15,7.36,63.55,0.08,0.08,-0.29,1
31.54,7.14,63.3,0.17,0.01,0.69,1
31.34,8.22,76.91,2.61,0.72,28.5,0
31.98,7.91,66.22,-0.1,-0.05,-0.61,1
20.13,5.47,96.45,-0.27,-0.0,1.56,0
35.05,10.38,105.96,0.26,-0.02,0.56,0
36.18,10.02,114.66,0.1,-0.03,1.69,0
26.85,7.01,60.96,0.23,-0.0,-1.91,1
29.76,7.96,54.13,0.13,0.05,1.65,1
30.61,6.81,73.11,-0.15,0.0,0.1,1
26.32,8.4,61.66,0.21,-0.08,0.97,1
29.63,6.94,42.08,1.94,0.51,34.83,0
25.64,8.08,60.91,-0.25,0.09,1.99,1
31.2,7.53,35.4,-2.11,-0.93,34.07,0
21.59,5.49,97.48,-0.06,-0.05,-1.71,0
26.23,7.05,72.31,-2.05,0.55,17.48,0
37.48,9.05,144.42,-0.18,0.03,2.0,0
31.62,7.25,39.51,-0.1,-0.03,1.89,1
25.84,6.73,33.49,-2.55,0.87,18.52,0
29.59,8.29,65.62,2.49,0.84,35.71,0
27.49,7.81,38.74,-0.23,0.07,1.82,1
23.3,5.49,125.21,0.23,-0.07,-0.76,0
32.62,5.75,137.19,-0.19,-0.04,1.12,0
37.36,10.48,94.41,-0.06,-0.04,-1.03,0
26.92,8.02,64.24,2.83,-0.95,20.38,0
25.94,8.28,55.69,1.68,0.52,25.57,0
28.51,6.82,50.91,0.13,-0.03,0.74,1
31.35,7.01,56.74,0.25,-0.05,-1.01,1
28.83,7.25,68.61,-0.1,0.08,1.1,1
28.74,6.55,37.48,-0.12,-0.08,0.83,1
30.48,8.12,51.98,-0.03,0.07,1.89,1
29.67,6.89,63.11,-0.02,0.07,-1.67,1
36.97,6.08,148.24,0.19,0.01,0.36,0
29.54,7.25,52.75,0.16,-0.09,1.83,1
28.08,6.59,34.27,0.03,0.06,0.44,1
31.35,7.24,65.12,-0.24,0.07,-1.66,1
26.86,7.32,69.34,-0.28,-0.08,-1.2,1
26.4,7.94,33.64,-1.84,0.87,22.81,0
25.8,8.21,78.1,0.04,0.1,0.18,1
27.97,7.21,68.86,0.11,-0.01,-1.5,1
25.63,7.44,73.15,-0.22,-0.07,-1.84,1
29.26,7.15,39.2,1.85,-0.9,27.95,0
26.94,8.32,69.69,-0.05,-0.1,0.73,1
25.7,7.52,51.4,-0.28,-0.0,-1.59,1
31.13,7.58,48.86,-2.82,0.73,23.42,0
32.82,5.78,139.8,-0.17,-0.08,-0.09,0
28.16,7.95,71.93,-0.04,0.08,-1.01,1
27.29,7.69,35.96,-1.93,0.55,39.38,0
29.73,6.88,46.12,0.25,0.1,-0.02,1
29.19,7.94,46.79,0.28,-0.1,-0.25,1
28.02,6.95,41.04,-0.21,0.07,-0.39,1
27.4,8.32,52.31,0.22,0.07,0.99,1
31.59,6.85,49.57,-2.87,0.71,29.19,0
25.79,6.74,37.82,0.28,0.03,-0.61,1
26.43,8.4,66.77,-2.23,-0.57,26.87,0
27.69,7.88,39.85,-0.03,0.06,-1.97,1
29.13,7.64,31.83,0.23,0.04,-1.39,1
23.94,8.87,98.63,-0.02,0.05,1.37,0
27.69,7.43,71.83,0.03,0.01,-1.84,1
24.28,10.47,93.71,0.21,-0.07,1.5,0
29.05,7.23,66.29,0.01,0.06,-1.05,1
28.15,7.59,54.39,0.05,0.06,-0.85,1
27.8,8.15,66.73,-0.2,0.02,-1.23,1
30.82,7.42,57.78,0.08,0.02,-0.14,1
26.33,6.95,65.06,2.59,0.81,29.33,0
28.66,6.62,42.75,0.28,-0.07,-1.5,1
31.14,7.44,62.71,-0.26,0.06,0.62,1
23.02,9.89,145.81,0.28,-0.04,0.02,0
25.45,7.71,66.86,0.21,-0.05,-1.6,1
36.24,5.83,132.8,0.26,-0.1,0.13,0
36.45,5.31,89.14,-0.03,0.02,-1.6,0
25.72,7.72,73.12,-2.59,-0.89,37.84,0
31.4,7.99,54.43,-0.08,-0.03,-0.67,1
25.84,8.2,56.42,-2.62,-0.74,27.57,0
25.56,7.56,45.8,0.17,-0.02,1.32,1
30.77,8.49,70.07,-0.25,-0.0,1.47,1
21.56,9.95,123.54,-0.09,-0.06,-1.51,0
37.21,10.39,87.46,-0.18,0.03,0.44,0
34.0,5.04,120.17,0.08,-0.08,-0.77,0
30.56,6.61,60.53,0.19,0.09,1.45,1
35.85,9.46,117.75,-0.09,-0.07,-1.84,0
29.48,8.49,79.61,-0.13,0.07,-1.41,1
30.01,8.2,57.46,0.25,0.04,-0.95,1
25.22,6.85,37.15,0.21,0.07,-0.86,1
24.01,9.61,97.98,0.16,0.05,-0.98,0
32.53,5.04,125.58,-0.09,-0.07,0.8,0
22.02,10.37,123.68,0.04,0.01,-0.72,0
30.6,8.12,35.0,0.14,-0.02,-0.4,1
25.36,7.59,58.72,-0.08,0.08,-1.51,1
26.94,8.28,77.1,0.07,-0.02,-1.31,1
27.21,7.26,58.56,-0.05,-0.07,1.0,1
26.94,7.23,75.66,-0.22,-0.1,1.24,1
25.08,8.41,63.94,-0.09,0.06,1.85,1
27.23,6.69,55.06,0.3,-0.08,-1.15,1
31.07,8.05,77.75,1.75,-0.88,36.49,0
30.41,6.9,39.19,0.0,0.04,1.59,1
27.64,7.88,67.08,-0.23,0.06,0.45,1
26.45,7.27,52.13,-0.04,-0.07,0.64,1
25.14,6.51,39.98,2.42,0.71,31.54,0
25.53,8.14,60.86,-0.26,0.04,-1.15,1
29.12,8.09,78.47,2.45,0.89,35.29,0
26.33,6.61,45.64,0.12,-0.03,-0.28,1
25.88,7.66,48.58,-0.03,-0.06,-0.23,1
26.14,8.42,79.76,2.54,0.76,37.49,0
27.67,8.33,53.04,-1.64,0.92,29.9,0
27.23,8.25,47.48,0.21,-0.02,1.67,1
26.52,6.84,49.53,2.2,-0.92,18.87,0
30.46,8.06,63.31,-2.67,0.72,32.71,0
30.51,7.99,75.75,-2.43,0.79,33.26,0
29.11,7.95,43.35,-0.06,0.01,1.36,1
27.36,7.19,36.47,0.12,-0.02,1.26,1
29.78,7.38,48.2,0.18,0.01,0.67,1
28.78,6.72,73.03,-0.08,0.05,1.26,1
26.19,7.01,34.89,-2.51,-0.65,24.57,0
27.73,8.31,49.75,0.16,-0.02,-1.09,1
26.38,7.65,75.58,0.01,0.08,-1.77,1
28.13,8.49,45.95,-0.07,0.06,-1.98,1
28.78,7.83,68.4,0.04,0.08,0.41,1
26.19,7.36,34.7,-0.05,-0.06,-0.32,1
28.56,8.11,72.18,0.11,-0.05,0.1,1
31.83,7.97,52.28,-0.23,-0.09,-0.43,1
28.2,8.26,65.29,-0.2,-0.06,-1.67,1
30.06,7.44,61.46,-2.04,-0.57,28.93,0
28.81,6.51,30.99,-2.17,0.54,16.18,0
37.92,5.7,124.44,-0.16,0.07,-1.31,0
26.56,6.83,43.93,0.14,0.02,-1.71,1
30.41,8.02,79.27,0.02,-0.09,0.37,1
21.62,8.85,111.66,-0.29,0.0,-0.28,0
32.75,9.57,87.37,-0.15,-0.03,-1.96,0
25.36,8.46,36.05,-0.23,0.06,1.78,1
29.78,7.83,53.6,-0.04,-0.02,-0.33,1
27.81,7.65,74.85,2.75,0.74,20.61,0
29.28,6.7,35.44,-0.17,-0.03,-0.21,1
25.03,6.98,74.2,-0.28,0.05,-0.01,1
29.99,7.52,39.35,-0.14,0.05,0.02,1
30.42,7.02,71.85,-0.29,0.02,0.8,1
26.12,6.76,73.32,-0.18,-0.1,-0.47,1
31.24,8.24,78.57,0.07,-0.05,-1.8,1
28.54,7.36,46.38,-0.09,-0.05,-0.16,1
33.72,6.12,130.65,-0.03,-0.07,1.45,0
21.49,4.35,96.75,0.17,0.07,0.88,0
29.12,8.41,33.03,0.06,0.07,1.42,1
34.87,5.13,88.62,-0.09,-0.01,-1.1,0
30.17,8.46,79.46,-0.05,-0.07,-1.8,1
29.98,7.93,70.67,-2.2,0.75,25.76,0
29.33,7.29,42.59,-0.01,-0.06,1.79,1
26.06,6.67,75.69,2.85,-0.62,26.82,0
25.82,7.76,69.72,0.15,-0.03,1.02,1
36.53,9.91,114.13,-0.3,0.1,1.06,0
28.76,7.55,68.49,-0.01,0.09,-1.78,1
29.75,6.83,76.11,0.04,-0.08,-0.07,1
31.05,7.87,52.08,0.06,-0.02,0.26,1
28.39,7.5,67.28,0.07,0.01,-1.19,1
30.57,7.98,66.51,0.23,-0.04,1.6,1
31.95,8.27,32.63,-1.57,0.61,32.2,0
30.2,8.36,53.67,-0.0,-0.05,0.65,1
37.96,6.16,121.22,-0.0,-0.03,0.53,0
28.23,6.77,51.38,-0.0,-0.08,0.76,1
25.47,6.54,60.62,-0.02,-0.07,0.12,1
21.3,5.58,104.28,-0.18,0.01,-0.74,0
33.82,4.81,89.34,0.1,-0.02,1.12,0
31.75,7.68,41.69,-0.03,-0.06,0.17,1
24.24,5.81,119.1,-0.29,-0.07,0.9,0
25.43,6.5,51.61,-0.27,0.04,0.93,1
30.14,7.5,45.56,-0.07,0.0,-0.39,1
26.3,6.61,55.38,-0.1,-0.1,1.73,1
29.18,6.96,69.25,0.17,-0.03,-0.91,1
30.26,6.57,69.7,-2.98,-0.6,29.16,0
25.72,8.21,47.33,-2.98,-0.79,34.16,0
28.56,7.45,52.06,0.0,0.06,-0.08,1
27.81,8.26,60.62,0.22,0.03,1.13,1
25.19,6.75,69.43,0.12,-0.08,-0.28,1
29.39,8.11,30.66,1.99,-0.6,29.35,0
25.27,6.51,73.6,0.06,0.08,1.61,1
30.19,7.77,55.66,-0.29,-0.01,-0.47,1
31.54,7.22,50.83,2.35,0.7,24.85,0
29.45,6.86,33.53,0.22,0.06,1.22,1
26.52,8.21,60.81,-0.12,0.03,0.23,1
27.39,7.8,55.02,0.24,0.02,-1.59,1
34.72,4.42,94.92,0.23,-0.01,-1.64,0
31.63,7.6,64.62,-0.05,0.06,1.53,1
25.72,7.02,71.64,-0.21,0.02,-1.36,1
