temperature,ph_level,turbidity,temp_delta,ph_delta,turb_delta,is_safe
28.3,7.29,9.0,0.06,0.04,0.3,1
30.89,6.82,12.7,0.62,-0.03,0.4,1
30.29,6.71,21.8,-0.28,0.04,0.1,1
25.79,6.77,15.2,-0.01,-0.02,0.0,1
28.98,6.64,17.7,-0.2,0.0,-0.3,1
29.28,6.85,11.8,0.35,-0.02,0.8,1
27.12,6.82,13.1,0.36,0.04,-0.5,1
29.64,7.49,4.4,-0.02,0.0,0.2,1
27.19,7.06,15.1,-0.04,0.01,-1.4,1
26.73,6.93,13.0,0.13,0.0,0.7,1
26.01,7.32,2.7,0.25,0.0,0.0,1
26.91,6.89,13.2,-0.28,-0.02,-0.2,1
28.65,7.02,12.4,-0.06,0.01,-1.3,1
26.87,6.93,12.7,0.35,-0.01,-1.5,1
29.12,7.24,7.7,0.03,-0.06,0.5,1
25.97,7.27,3.4,0.1,-0.03,0.0,1
25.66,6.91,18.1,-0.13,-0.03,-0.6,1
32.1,7.03,13.7,-0.08,0.03,0.7,1
31.44,7.21,10.5,0.0,-0.02,-0.5,1
29.73,6.98,15.9,0.37,-0.05,-1.8,1
26.03,7.05,12.4,-0.02,-0.03,-1.3,1
28.56,6.95,15.5,0.06,0.01,-1.0,1
26.16,7.07,8.1,0.27,-0.04,-0.1,1
26.29,6.64,18.7,-0.63,0.03,2.9,1
26.52,6.94,14.7,0.22,0.02,4.2,1
28.51,6.68,16.1,0.13,0.02,-0.5,1
27.28,6.8,17.3,0.09,0.01,2.7,1
25.56,6.99,9.1,-0.01,0.01,0.2,0
26.11,7.1,7.2,-0.1,0.01,-0.3,1
28.64,7.25,8.8,-0.18,-0.08,0.7,1
27.54,6.69,18.4,0.14,0.02,0.9,1
25.34,7.05,7.7,-0.06,0.0,-1.1,1
27.06,6.9,10.8,-0.11,0.01,0.9,1
28.42,6.66,14.9,-0.24,-0.02,-0.2,1
31.14,6.38,19.8,0.17,-0.02,-0.6,0
26.57,7.04,6.6,-0.37,0.02,0.0,1
28.29,6.87,14.0,-0.33,0.02,-0.7,1
27.57,7.11,26.4,-0.16,0.19,1.4,0
28.82,7.09,23.0,-0.46,-0.03,0.6,1
27.9,7.52,7.5,0.0,0.08,1.4,1
26.16,6.98,11.0,0.16,0.01,0.1,1
27.56,6.98,10.7,-0.32,-0.03,-0.6,1
27.16,6.78,12.8,0.11,-0.04,-0.3,1
28.0,6.83,16.1,-0.02,0.08,-2.2,1
26.76,7.07,12.0,0.14,-0.02,3.0,0
27.66,7.17,20.7,0.29,0.0,0.3,1
29.87,7.1,8.8,-0.22,-0.02,0.5,1
28.14,6.78,16.1,-0.15,-0.01,-0.3,1
27.69,6.71,20.3,0.1,0.01,-1.2,1
27.0,7.04,14.0,0.0,0.04,0.6,1
26.91,6.99,10.7,0.02,0.03,-0.2,1
29.27,6.98,12.6,-0.07,0.02,-2.2,1
26.56,7.16,7.7,-0.08,0.02,-0.4,1
26.84,7.37,7.8,-0.18,0.02,1.0,1
26.55,7.05,5.9,0.2,-0.01,0.5,1
28.9,6.54,18.1,0.27,-0.08,-1.9,1
30.0,7.19,9.4,0.16,0.01,-2.2,1
28.77,6.94,12.3,0.1,0.01,0.6,1
29.28,7.26,7.0,-0.15,-0.02,0.7,1
27.87,7.06,12.3,-0.16,-0.01,-0.2,1
28.45,6.82,15.1,-0.01,0.01,0.0,1
29.43,7.2,16.1,0.31,-0.01,-0.1,1
30.77,7.06,11.6,0.01,0.0,0.1,1
30.73,6.66,18.8,-0.19,-0.03,-0.2,1
26.07,6.78,12.7,0.15,-0.04,1.6,1
25.73,7.29,2.8,-0.14,0.03,-0.2,1
26.89,6.47,20.6,0.31,0.0,0.4,1
28.64,7.25,7.2,0.04,0.03,0.2,1
28.11,7.2,7.0,0.23,0.0,0.2,1
26.54,7.02,6.5,0.12,-0.05,0.5,1
26.91,6.96,13.7,0.33,0.02,-0.3,1
26.04,7.1,7.4,-0.03,0.0,-0.4,1
27.98,6.78,17.2,-0.02,-0.05,1.1,1
27.66,6.8,16.2,-0.08,-1.87,0.5,0
27.29,7.16,7.3,-0.07,0.01,-0.2,1
29.41,7.32,5.7,-0.12,-0.1,-0.9,1
27.84,7.04,11.6,0.22,0.02,1.9,1
29.88,7.03,11.4,0.11,0.02,1.1,1
27.91,7.44,5.0,-0.03,-0.05,-0.6,1
27.44,6.68,16.3,0.13,-0.03,-0.3,1
27.0,6.96,14.4,0.0,0.03,-0.7,1
26.61,6.89,11.3,0.16,0.07,0.4,1
32.0,7.42,6.8,-0.22,-0.05,-1.3,0
31.21,7.14,10.0,0.24,0.04,0.4,1
26.89,7.06,9.7,0.15,-0.05,-0.3,1
27.19,6.5,15.3,-0.24,-0.07,0.4,0
29.61,7.13,14.1,-0.17,-0.04,-0.5,1
29.1,6.74,17.3,-0.02,-0.02,-0.4,1
31.11,6.62,20.9,0.19,0.0,0.6,1
27.34,7.07,9.1,0.04,0.04,0.6,1
30.52,7.01,19.2,0.1,0.01,0.0,1
27.39,7.17,7.0,0.0,0.02,0.2,1
27.77,7.21,5.2,0.25,-0.04,-0.5,1
27.9,7.03,11.4,-0.2,-0.02,0.2,1
28.5,7.14,11.1,-0.07,0.01,1.3,1
26.47,6.59,16.7,-0.09,-0.02,-1.4,1
27.0,6.84,12.3,0.09,-0.05,-0.9,1
27.14,6.69,14.8,0.02,-0.05,-0.3,1
28.21,7.02,11.3,0.03,-0.04,0.2,1
32.0,7.26,8.9,-0.03,0.0,0.4,0
26.3,6.53,17.4,-0.34,0.01,-0.4,0
27.93,6.85,17.9,-0.07,-0.02,-0.3,1
28.02,6.83,22.3,-0.08,0.02,1.3,1
26.12,6.62,19.4,-0.28,0.01,0.4,1
28.85,7.0,15.9,-0.01,0.03,0.8,1
26.59,7.28,14.8,-0.11,-0.08,3.2,1
27.5,7.4,6.9,-0.32,0.0,1.4,1
27.27,7.24,4.5,-0.15,0.02,0.4,1
28.06,7.17,10.1,0.11,0.04,0.3,1
27.34,6.76,15.2,-0.02,0.01,-0.3,1
26.22,6.86,14.6,0.03,-0.01,1.3,1
28.82,7.1,11.1,-0.01,0.01,0.4,1
30.91,6.64,21.2,-0.11,-0.01,0.3,1
25.97,7.29,2.3,-0.09,0.02,-1.0,1
26.17,7.18,3.9,-0.13,0.0,-0.3,1
27.88,7.23,6.5,0.0,-0.02,-0.3,1
27.6,6.73,14.7,0.02,-0.01,-0.5,1
27.12,6.72,16.6,-0.03,-0.02,-1.0,1
26.7,7.19,5.7,-0.13,0.03,0.3,1
30.17,7.19,10.3,-0.34,-0.07,1.9,1
27.37,7.41,7.5,-0.15,0.0,0.4,1
29.69,6.92,17.2,-0.04,0.02,0.4,1
27.2,6.57,15.8,0.04,-0.01,-0.2,1
27.9,7.37,7.5,0.0,-0.02,0.2,1
30.22,7.5,7.2,0.29,-0.04,0.8,1
26.19,6.95,4.5,0.16,0.02,-0.2,1
29.69,7.13,10.4,-0.14,0.04,-0.8,1
26.9,7.09,12.7,-0.2,0.0,0.8,1
27.07,6.97,9.1,-0.21,0.02,-0.3,1
28.28,7.02,11.2,0.07,0.0,-0.1,1
30.26,7.14,10.3,0.16,0.03,0.7,1
28.85,7.07,10.5,-0.05,-0.01,-1.9,1
26.79,7.15,6.4,-0.25,0.0,-0.7,1
29.83,7.52,3.1,0.21,-0.01,-0.1,1
25.82,6.91,1.3,-0.16,0.06,-12.2,1
27.62,7.24,6.2,-0.09,0.0,0.2,1
28.43,7.0,14.4,-0.01,-0.01,3.4,1
28.92,6.88,15.7,-0.12,-0.04,0.6,1
30.9,7.36,12.3,0.26,0.06,2.7,1
27.24,7.3,20.1,-0.07,-0.03,-12.8,1
29.46,7.47,5.4,-0.04,0.01,-0.8,1
28.46,7.34,6.8,0.21,-0.03,0.3,1
25.5,6.77,11.7,-0.22,-0.02,0.1,1
26.12,7.13,6.8,-0.08,0.0,-0.5,1
31.46,6.55,21.7,0.05,0.0,-0.5,0
25.88,6.77,14.7,-0.08,0.01,-0.4,1
26.64,7.29,5.3,0.45,-0.04,-0.6,1
28.03,6.34,20.2,0.14,0.04,-0.9,0
28.19,6.77,14.5,-0.19,-0.03,-1.0,1
28.97,6.94,13.7,-0.17,-0.03,1.0,1
28.29,6.61,18.5,-0.25,0.04,-0.2,1
28.33,7.29,6.8,-0.02,0.01,0.0,1
30.43,7.08,11.9,-0.21,-0.14,-1.1,0
27.2,7.29,13.9,0.02,0.04,-0.1,1
26.96,6.73,14.7,0.04,0.03,0.0,1
29.73,6.86,14.8,-0.02,-0.01,0.5,1
27.57,7.33,7.4,0.03,-0.01,-0.6,1
27.89,6.85,25.9,-0.24,0.0,-0.3,0
25.97,6.72,12.7,0.47,-0.05,1.0,1
28.46,6.9,10.4,0.1,-0.03,0.1,1
29.04,7.3,9.8,0.01,0.0,-0.4,1
27.87,7.07,3.9,-0.6,0.23,-13.1,1
26.69,7.31,15.0,-0.06,-0.05,0.5,1
31.63,6.46,22.0,-0.11,0.0,-0.5,1
28.85,7.28,5.4,-0.17,0.0,0.3,1
29.84,7.18,11.6,-0.13,0.0,2.3,1
26.81,6.86,10.5,-0.08,-0.02,-0.3,1
31.06,6.94,12.7,0.06,-0.04,0.9,1
29.05,6.97,9.9,0.06,0.0,-0.7,1
27.9,7.38,5.4,0.0,0.0,-0.4,1
25.85,6.64,18.2,0.11,0.04,-1.1,0
29.52,7.35,6.2,-0.74,-0.02,0.0,1
27.92,7.09,10.4,0.02,-0.03,-0.9,1
27.21,7.23,22.5,-0.06,-0.01,1.2,1
26.94,6.62,13.5,0.2,-0.03,0.0,1
32.68,7.3,8.4,0.02,0.05,0.0,0
27.25,6.75,13.8,0.0,0.01,-0.2,1
28.55,6.75,17.2,-0.16,-0.04,-0.7,1
28.09,7.17,8.2,0.03,0.02,-0.6,1
27.72,7.01,4.1,-0.49,0.39,-14.9,1
30.34,7.37,6.5,-0.02,-0.1,-0.1,1
29.32,7.46,13.4,0.31,-0.01,-0.7,0
25.12,7.31,3.7,0.1,0.04,0.0,1
27.93,6.77,16.3,0.02,-0.02,2.5,1
27.97,7.32,4.1,0.11,0.02,1.0,1
26.98,6.66,16.8,0.22,-0.02,-0.4,1
28.69,6.81,16.2,-0.23,-0.02,-0.3,1
25.72,6.91,11.5,0.31,-0.06,0.0,1
26.76,7.11,26.8,0.23,0.0,1.3,0
28.92,7.48,23.0,0.28,0.08,-1.7,0
26.37,7.15,6.8,0.06,-0.02,-0.9,1
30.07,7.24,8.7,-0.15,-0.05,0.3,1
28.38,7.31,4.1,0.0,0.05,-1.0,1
26.08,7.26,6.0,0.03,0.09,-0.5,1
28.09,8.29,17.2,0.02,1.3,2.7,0
27.99,6.74,15.6,-0.09,-0.02,-0.9,1
29.03,6.8,18.7,0.08,0.03,1.0,1
28.43,7.35,3.1,-0.02,0.06,-0.4,1
27.2,7.15,20.2,-0.14,0.0,-0.7,1
25.48,7.14,3.7,0.01,-0.02,2.3,1
30.12,7.29,12.7,-1.76,-0.05,2.2,1
29.09,7.02,12.3,0.2,0.01,-0.4,1
26.85,7.06,9.6,0.26,-0.03,-0.4,1
29.32,7.11,11.4,-0.15,0.01,0.8,1
26.93,7.12,7.4,0.14,-0.01,0.6,1
26.58,7.0,8.4,-0.06,-0.02,0.3,1
28.08,6.98,12.9,-0.09,-0.01,0.6,1
27.64,6.75,18.6,0.47,0.0,0.4,1
25.77,7.14,5.3,-0.15,-0.04,0.5,1
29.55,7.43,6.9,0.04,0.0,-0.2,1
28.69,6.93,11.6,0.09,0.02,-1.1,1
26.61,7.05,15.9,0.03,0.04,2.0,1
27.14,6.92,14.3,0.13,0.06,-0.1,1
28.29,7.13,11.6,-0.08,-0.05,0.8,1
28.52,7.29,8.6,-0.2,0.04,-0.9,1
30.19,7.06,13.8,-0.05,0.0,-1.0,1
27.52,6.74,15.1,-0.28,0.03,-1.4,1
29.86,7.44,7.6,-0.2,-0.01,-1.1,1
28.78,7.29,5.9,-0.03,0.04,-0.7,1
29.64,7.32,6.3,0.13,0.07,-1.1,1
26.88,7.3,3.7,0.11,-0.03,0.3,1
27.45,6.68,15.1,0.01,0.0,-1.2,1
27.55,6.85,20.2,-0.14,-0.03,0.3,1
25.94,7.14,9.5,0.13,0.0,0.1,1
27.82,6.88,6.1,-0.23,-0.06,0.9,1
30.98,6.66,19.3,0.12,0.01,0.5,1
28.54,7.38,6.9,0.27,0.01,0.5,1
26.7,7.37,6.4,-0.33,0.01,-0.1,1
29.94,6.87,16.4,0.04,0.02,-1.5,1
28.29,6.64,19.5,0.03,0.06,0.9,1
28.28,7.24,11.1,0.16,0.01,2.4,1
32.03,7.16,12.3,-0.09,0.08,0.7,0
27.65,7.0,4.5,-0.07,0.07,-0.4,1
26.89,6.74,15.4,-0.36,0.01,0.1,1
27.58,7.21,4.0,-0.15,0.06,1.0,1
29.96,7.16,11.7,-0.03,-0.02,2.2,1
29.34,6.66,23.7,-0.04,-0.02,-2.2,0
26.8,6.9,12.6,-0.19,0.0,1.3,1
30.13,6.82,18.1,0.03,-0.07,0.4,1
30.19,7.27,9.4,-0.11,-0.09,0.5,1
30.65,6.57,20.5,-0.49,0.0,-0.8,1
26.42,6.84,11.9,0.03,0.06,-1.0,1
30.58,7.39,6.2,-0.15,-0.02,-1.0,1
29.29,7.51,4.8,0.1,0.04,0.4,1
31.64,7.24,12.7,-0.11,0.02,-1.0,1
27.73,6.92,25.0,0.12,0.02,1.1,0
25.91,7.18,6.1,-0.03,-0.02,0.0,1
27.12,6.63,16.7,-0.07,-0.01,0.4,1
27.97,7.24,6.6,0.1,0.06,0.9,1
28.82,6.7,16.3,0.25,0.02,-1.6,1
26.81,6.68,15.6,0.08,-0.01,-0.4,0
28.54,7.25,11.4,-0.07,-0.03,0.4,1
28.41,6.85,15.2,-0.13,-0.01,0.9,1
30.32,7.3,7.9,0.0,-0.02,-0.8,1
29.94,7.33,10.8,-0.11,0.02,0.1,1
32.13,7.18,8.7,0.15,-0.01,-0.8,0
30.8,7.07,10.8,0.26,0.02,-0.6,1
29.66,7.06,13.7,-0.08,-0.01,1.0,0
27.28,7.01,7.3,0.26,-0.03,0.0,1
30.33,7.12,10.8,0.27,0.01,-0.5,1
27.32,7.26,4.6,0.17,0.0,-0.9,1
25.83,7.04,14.3,-0.21,0.01,3.1,1
28.5,7.31,6.7,-0.05,-0.03,0.1,1
27.11,6.93,11.7,-0.37,0.03,0.4,1
26.22,7.07,7.1,0.27,-0.02,0.6,1
26.99,7.4,6.1,-0.05,0.01,-0.3,1
30.22,6.94,15.3,0.06,0.05,1.1,0
26.22,6.86,11.6,0.16,-0.04,-0.3,1
30.1,6.95,12.5,-0.14,0.01,-0.3,1
28.05,6.94,5.2,-0.3,0.01,0.0,1
25.44,7.2,7.7,0.16,-0.07,0.4,1
28.22,8.09,15.8,-0.02,-0.08,-0.8,1
30.87,7.26,10.5,0.19,0.0,0.1,1
29.4,6.85,16.0,0.28,0.01,-1.5,1
30.15,7.57,3.6,0.12,-0.01,0.5,1
27.2,7.15,7.9,0.23,0.05,-1.2,1
28.5,6.97,16.5,-0.13,-0.01,-1.0,1
29.51,7.09,12.5,-0.21,-0.01,-0.4,1
27.2,6.73,14.7,-0.03,0.0,0.0,1
31.09,7.14,13.6,0.09,-0.05,-1.1,1
26.54,6.93,14.3,-0.42,-0.02,1.4,1
28.29,7.03,12.8,-0.3,-0.03,0.9,1
27.9,7.37,6.4,-0.13,0.05,1.4,1
28.21,7.21,9.3,0.15,0.04,1.2,1
26.2,6.58,17.3,0.07,-0.05,-0.7,1
26.13,6.86,13.4,-0.1,0.01,-1.0,1
26.17,6.79,11.2,0.45,-0.03,0.0,1
29.79,7.12,18.8,0.06,0.14,2.9,1
26.03,6.61,32.8,-2.74,-0.04,-1.3,0
29.44,7.32,14.2,-0.02,0.03,3.0,1
28.18,6.52,21.5,0.0,0.01,-0.8,0
26.33,7.12,7.7,0.0,-0.01,0.2,1
20.4,7.17,4.3,-5.85,0.0,-0.2,0
26.59,7.3,3.7,0.02,-0.02,0.7,1
27.72,6.85,10.5,0.02,0.0,0.5,1
26.88,7.17,27.4,-0.24,-0.06,-1.0,0
28.3,6.84,18.0,-0.52,0.03,-0.2,1
28.31,6.65,18.1,-0.15,0.02,-1.0,1
27.65,6.58,15.1,-0.06,-0.02,0.2,1
26.21,6.75,12.1,0.07,-0.02,0.7,1
27.74,6.57,21.1,0.34,0.06,0.9,1
27.21,6.84,15.6,-0.18,0.01,-0.3,1
32.27,7.31,8.5,0.01,-0.03,0.0,0
28.44,7.26,3.1,0.03,0.02,-0.1,1
30.31,6.96,13.0,0.1,0.01,0.1,1
30.32,7.3,9.9,0.0,-0.01,1.2,1
26.69,6.89,11.4,-0.07,0.03,0.1,1
26.7,6.8,12.4,0.2,-0.02,0.7,1
29.85,7.33,6.1,0.16,0.03,-0.4,1
26.4,7.34,17.0,0.07,-0.01,0.7,1
29.44,7.18,10.8,-0.09,0.05,-0.1,1
26.27,6.65,10.1,0.15,-0.14,-2.3,1
29.44,7.4,10.9,-0.15,0.0,-0.3,1
28.77,6.7,18.7,0.0,-0.05,-0.5,0
26.33,6.8,11.8,0.19,-0.02,-1.6,1
27.37,6.89,14.2,0.41,-0.02,1.6,1
27.16,6.87,16.2,0.08,-0.06,0.5,1
26.42,6.7,13.0,0.07,0.0,0.0,1
29.28,6.83,13.1,0.09,0.02,-0.5,1
28.82,7.37,7.8,0.28,0.07,-0.8,1
27.07,7.15,6.3,0.1,0.02,-0.5,1
26.55,7.14,6.5,-0.01,0.06,0.1,1
25.98,6.73,15.2,0.19,-0.04,0.0,1
26.01,6.79,18.5,-0.25,0.03,-0.4,1
25.69,6.96,15.9,-0.03,0.04,0.0,1
30.52,7.5,6.7,0.09,0.02,0.8,1
26.96,7.04,6.6,0.11,0.04,0.4,1
30.41,6.75,17.6,-0.22,0.0,0.6,1
25.8,6.82,11.5,0.22,-0.02,0.2,1
28.21,7.37,6.5,-0.14,-0.06,0.4,1
30.24,7.5,5.4,0.19,0.01,0.4,1
27.23,6.94,8.9,-0.37,0.03,0.4,1
28.08,6.72,19.2,0.12,0.0,0.6,1
28.89,7.33,9.6,0.39,0.05,-1.1,1
27.39,7.25,13.2,-0.26,0.0,0.6,1
29.7,7.06,11.0,0.11,0.01,0.9,1
29.39,7.23,6.3,0.11,-0.02,-0.5,1
25.93,7.0,11.3,0.1,-0.04,-3.0,1
29.04,7.16,10.1,-0.07,-0.05,-0.1,1
28.81,7.25,6.6,0.17,0.02,0.6,1
27.27,7.19,7.1,-0.04,-0.04,0.1,1
28.02,6.83,16.0,0.25,0.01,-1.3,1
27.89,6.57,15.2,0.17,0.01,1.1,1
26.81,6.79,12.0,0.15,-0.02,0.3,1
26.32,6.63,15.1,0.19,0.05,0.2,1
27.71,6.95,12.2,0.0,-0.03,0.0,1
30.32,7.24,8.4,0.0,-0.02,-0.4,1
28.94,6.75,15.3,0.22,0.02,-0.4,1
25.35,6.64,14.3,-0.15,0.02,0.1,1
28.25,7.11,16.1,-0.01,-0.01,1.9,1
27.58,6.92,14.1,0.0,-0.01,-0.5,1
25.77,6.75,17.6,-0.11,0.03,-0.4,1
29.11,6.96,13.4,-0.04,-0.04,-1.9,1
27.62,7.36,10.6,-0.03,0.01,0.3,1
29.48,7.18,12.0,-0.04,0.06,-0.8,1
29.3,7.22,7.7,0.09,0.01,-0.2,1
28.23,7.13,9.0,-0.15,0.0,0.4,1
27.55,7.12,7.9,-0.09,0.01,0.0,1
25.58,7.0,10.6,-0.38,0.01,-0.1,1
28.27,7.14,14.2,0.0,-0.03,-0.3,1
30.62,6.98,13.8,0.16,0.0,0.6,1
26.97,6.71,14.7,0.01,-0.02,0.0,1
27.05,6.97,13.8,0.23,-0.03,-1.2,1
27.26,6.77,10.6,0.12,-0.01,-0.6,1
27.94,6.85,14.1,0.08,0.05,0.2,1
29.87,6.9,17.6,0.05,0.01,0.4,1
28.3,7.02,11.0,0.15,-0.03,0.1,1
31.18,6.95,14.9,0.02,0.0,2.3,1
27.86,6.94,12.5,-0.22,-0.01,-0.1,1
28.71,7.82,8.5,0.37,-0.06,-0.3,1
27.51,6.76,15.1,0.08,-0.05,0.0,1
27.5,6.89,9.0,-1.52,-0.05,-0.2,0
29.85,7.15,13.5,-0.21,0.02,0.8,1
29.73,7.5,14.1,0.06,0.07,-1.1,1
27.98,7.15,3.6,-0.01,0.0,0.0,1
29.33,7.43,16.3,0.06,0.01,-1.1,1
26.49,6.91,12.9,-0.28,0.0,0.2,1
29.31,7.37,5.6,0.27,0.03,0.8,1
28.14,7.32,6.0,-0.28,0.05,0.9,1
28.74,6.74,19.7,-0.04,-0.1,0.7,1
30.13,6.96,16.5,0.23,-0.05,0.7,1
30.32,6.74,17.2,-0.08,0.02,-0.5,1
27.15,7.02,14.2,0.09,0.0,0.7,1
26.01,7.14,13.9,-4.93,-0.04,2.1,0
27.95,7.36,2.3,-0.15,0.04,-1.8,1
27.6,6.75,17.3,0.11,0.03,1.2,1
30.17,6.89,13.3,0.12,0.07,-0.2,1
29.94,7.33,6.2,0.08,-0.01,0.6,1
27.7,7.31,8.5,0.28,0.0,-1.9,1
27.8,7.01,10.8,-0.06,0.02,0.1,1
31.31,6.91,12.0,0.06,-0.06,-3.2,1
26.74,7.19,7.0,-0.41,-0.03,0.8,1
28.99,6.92,18.3,-0.32,0.09,-1.4,1
27.65,7.35,10.3,0.0,-0.01,-1.4,1
30.01,7.18,9.7,-0.4,0.0,-0.7,1
26.34,6.75,12.0,0.01,-0.05,0.2,1
27.33,7.21,9.0,0.12,0.02,-0.7,1
27.71,7.4,8.6,-0.26,0.0,-0.3,1
26.24,6.93,13.0,0.07,0.01,0.9,1
28.3,7.31,5.9,0.15,-0.02,0.0,1
30.69,6.67,18.4,-0.04,0.01,-0.4,1
27.16,6.84,16.5,0.02,-0.01,0.1,1
26.09,6.83,12.0,0.12,0.11,-0.7,1
28.17,7.09,21.7,-0.54,0.03,-1.1,0
26.36,7.12,19.4,0.27,-0.05,-1.1,1
26.14,6.72,26.7,0.13,0.02,1.5,0
30.53,7.2,9.6,0.24,0.01,-0.4,1
28.94,7.22,7.0,-0.05,-0.01,-0.7,1
29.98,7.17,10.0,-0.07,0.05,-0.2,1
31.87,6.47,21.7,0.06,0.02,0.1,0
27.72,7.13,11.6,0.07,-0.02,-0.4,1
28.14,7.11,10.1,-0.1,0.04,0.2,1
26.62,7.22,5.2,-0.27,-0.07,0.6,1
26.57,6.5,20.3,0.09,0.02,-0.7,0
26.57,7.23,6.6,0.1,0.02,1.0,1
26.86,7.21,5.2,0.0,-0.02,-1.2,1
29.77,6.94,14.3,0.82,0.02,-1.0,0
28.54,7.28,10.2,0.17,0.03,-0.7,1
27.36,7.2,3.2,0.2,-0.05,-0.1,1
26.27,7.19,5.2,-0.03,0.03,-0.2,1
25.23,6.43,18.7,0.0,-0.06,-0.8,0
27.45,7.02,11.0,0.2,0.0,-0.2,1
28.19,7.28,2.5,-0.16,0.0,-0.1,1
31.95,6.97,14.5,-0.08,0.01,-0.3,1
30.11,6.96,14.8,-0.1,0.02,1.9,1
27.76,7.01,9.7,-0.09,0.01,0.1,1
25.91,6.59,19.5,0.11,-0.05,-0.1,1
29.53,6.56,19.1,0.26,0.02,-0.5,1
30.18,7.1,12.5,-0.25,0.01,0.2,1
26.92,6.7,14.7,-0.28,-0.03,0.0,1
25.35,7.33,3.4,-0.18,0.05,-0.4,1
27.35,6.8,30.5,-0.11,0.02,2.2,0
27.83,6.62,15.6,-0.19,0.04,0.3,1
30.15,7.12,10.7,-0.07,-0.08,-1.1,1
27.84,7.33,3.6,0.08,0.01,-0.2,1
26.81,7.35,6.2,0.11,-0.02,-0.2,1
26.33,7.25,6.3,0.18,0.02,1.1,1
30.12,6.88,18.2,0.12,-0.11,1.0,1
30.84,7.19,15.2,-0.06,-0.01,3.0,1
30.71,7.13,10.0,0.1,0.05,-0.8,1
25.9,7.17,4.4,0.13,0.0,-0.2,1
26.39,6.78,12.9,-0.19,0.06,1.8,1
29.33,7.34,18.5,-0.08,-0.03,1.8,0
26.0,6.89,10.5,-0.06,-0.07,1.2,1
28.52,7.12,10.8,-0.09,-0.06,0.8,1
30.07,7.16,9.8,0.06,-0.02,0.1,1
27.61,6.67,18.6,0.15,0.01,4.4,1
26.52,6.7,15.1,-0.22,0.03,-0.7,1
27.86,7.16,15.0,0.23,-0.01,-1.3,1
27.57,6.8,16.8,-0.07,-0.05,0.9,1
29.46,7.23,6.6,0.16,0.01,-1.1,1
30.07,7.06,13.3,-0.02,-0.03,-0.7,1
25.69,6.92,14.8,-0.2,0.0,-0.4,1
27.58,7.19,7.1,-0.39,0.05,0.7,1
29.55,7.27,7.5,-0.1,-0.03,0.3,1
25.8,6.76,15.0,-0.04,-0.05,-0.2,1
26.8,6.55,16.3,0.38,0.0,0.0,1
28.97,7.49,1.8,0.24,0.02,-3.0,1
29.42,7.16,11.7,0.04,0.04,0.9,1
27.79,6.69,19.3,0.17,-0.01,-0.2,1
30.09,6.75,17.6,-0.3,0.0,-13.7,0
26.52,6.63,12.4,0.28,-0.1,0.4,1
26.27,7.33,21.1,-0.07,-0.01,-0.4,1
28.33,7.21,2.8,-0.13,0.01,0.4,1
28.72,6.7,19.7,-0.14,-0.01,-0.9,1
26.04,7.01,10.7,0.11,0.0,-0.9,0
25.72,7.18,5.8,0.13,-0.04,0.2,1
28.85,7.03,16.4,-0.18,0.03,-0.2,1
30.16,6.89,14.2,-0.12,0.07,-3.4,1
27.89,6.79,17.1,-0.06,-0.03,0.0,1
26.73,7.09,20.6,0.09,0.0,-2.2,1
27.43,7.15,10.1,-0.49,-0.01,-0.9,1
26.85,7.16,6.3,-0.2,-0.01,0.9,1
29.53,7.51,7.4,-0.15,0.06,0.3,1
32.12,7.09,12.2,-0.44,0.03,-0.4,0
26.58,7.07,8.4,-0.1,0.02,-0.2,1
28.06,7.17,26.3,0.02,-0.05,1.4,0
26.71,6.65,15.6,0.02,-0.02,0.1,1
26.49,7.08,8.3,0.04,0.02,1.0,1
27.75,6.67,16.8,0.09,0.06,0.1,1
26.98,6.31,21.5,0.19,-0.01,0.1,0
25.92,7.18,4.8,0.02,0.01,0.4,1
30.38,6.69,21.5,0.1,-0.01,0.5,1
25.86,6.91,12.9,0.21,0.05,1.0,1
30.78,7.36,7.5,0.13,0.03,1.0,1
30.06,7.57,2.9,0.07,0.03,-0.2,1
28.83,7.32,6.7,0.26,0.0,-0.1,1
27.54,7.02,10.6,0.05,0.04,-2.7,1
26.48,6.48,21.0,-0.12,0.02,0.6,0
25.58,6.73,13.4,0.23,0.09,-0.9,1
26.64,6.89,11.3,0.1,0.02,-0.2,1
29.8,7.24,7.2,-0.05,-0.09,1.1,1
30.17,7.15,10.5,0.1,-0.01,0.7,1
30.46,6.98,13.2,0.0,-0.06,0.1,1
29.09,6.98,13.0,0.36,0.01,2.3,1
27.75,7.21,4.1,-0.1,-0.04,0.4,1
28.19,7.24,8.1,0.02,0.02,-0.5,1
27.11,6.69,19.2,0.22,0.0,-1.5,1
26.06,6.99,6.4,-0.03,-0.03,0.7,1
28.55,7.05,12.0,0.3,0.01,4.9,1
28.34,7.04,12.4,-0.06,-0.07,0.0,1
25.94,6.77,11.8,-0.13,-0.01,-0.9,1
27.0,7.2,5.2,0.05,-0.02,0.3,1
26.84,6.84,11.4,0.01,-0.01,0.0,1
26.03,6.93,9.2,-0.19,-0.02,0.0,1
27.39,6.83,27.3,-0.02,-0.03,-1.8,0
28.82,7.37,9.5,-0.24,-0.01,2.7,1
27.2,6.63,19.2,-0.09,0.02,-0.9,1
27.22,6.74,10.1,0.48,-0.09,-2.5,1
